Name,Age,Years of Experience, Salary ,Role
rajbala,36,8.5,385000,HR Executive
manish,36,8.5,385000,HR Executive
rinju,36,8.5,385000,HR Executive
rajni kanwar,36,8.5,385000,HR Executive
shashi,36,8.5,385000,HR Executive
tek chand,36,8.5,385000,HR Executive
sikha,36,8.5,385000,HR Executive
bhawna,36,8.5,385000,HR Executive
priya,36,8.5,385000,HR Executive
pooja,36,8.5,385000,HR Executive
shoiba,36,8.5,385000,HR Executive
komal,36,8.5,385000,HR Executive
renu,36,8.5,385000,HR Executive
deepa,36,8.5,385000,HR Executive
pritibha adrash,36,8.5,385000,HR Executive
bhagvati,36,8.5,385000,HR Executive
sarojani,36,8.5,385000,HR Executive
rajni,36,8.5,385000,HR Executive
pinki,36,8.5,385000,HR Executive
seema,36,8.5,385000,HR Executive
smt smradhi tyagi,36,8.5,385000,HR Executive
smt. suman,36,8.5,385000,HR Executive
smt deu devi,36,8.5,385000,HR Executive
pooja,36,8.5,385000,HR Executive
pooja,36,8.5,385000,HR Executive
geeta,37,8.5,385000,HR Executive
kumari reetu,37,8.5,385000,HR Executive
kumari suruti,37,8.5,385000,HR Executive
pooja @ hemlata,37,8.5,385000,HR Executive
rajni,37,8.5,385000,HR Executive
smt rupali,37,8.5,385000,HR Executive
rakha,37,8.5,385000,HR Executive
nisha,37,8.5,385000,HR Executive
priya,37,8.5,385000,HR Executive
rubi,37,8.5,385000,HR Executive
sushila,37,8.5,385000,HR Executive
pangita,37,8.5,385000,HR Executive
asha rani,37,8.5,385000,HR Executive
suman,37,8.5,385000,HR Executive
suhani,37,8.5,385000,HR Executive
rangeeta,37,8.5,385000,HR Executive
kanki,37,8.5,385000,HR Executive
sunita dass,37,8.5,385000,HR Executive
rinki,37,8.5,385000,HR Executive
"puja with son-ishant, daughter-diya",37,8.5,385000,HR Executive
rachna,37,8.5,385000,HR Executive
vinita,37,8.5,385000,HR Executive
seema kumari,37,8.5,385000,HR Executive
bashanti bai,37,8.5,385000,HR Executive
smt ajan bai,37,8.5,385000,HR Executive
reena,37,8.5,385000,HR Executive
aarushi,37,8.5,385000,HR Executive
priyanka with sangeeta d/o om parkash aged 18 yrs,37,8.5,385000,HR Executive
manju,37,8.5,385000,HR Executive
smt soni,37,8.5,385000,HR Executive
kiran kumari,37,8.5,385000,HR Executive
hagami,37,8.5,385000,HR Executive
smt. asha,37,8.5,385000,HR Executive
baby,37,8.5,385000,HR Executive
km.prinka,37,8.5,385000,HR Executive
shivkumari,37,8.5,385000,HR Executive
najda khatoon,37,8.5,385000,HR Executive
rehana,37,8.5,385000,HR Executive
gunja singh,37,8.5,385000,HR Executive
gulista,37,8.5,385000,HR Executive
ramkanya veshnav,37,8.5,385000,HR Executive
akbari begum,37,8.5,385000,HR Executive
pooja,37,8.5,385000,HR Executive
madhu,37,8.5,385000,HR Executive
smt shabnam,37,8.5,385000,HR Executive
reena,37,6,460000,HR Associate
manju salvi,37,6,460000,HR Associate
rekha,37,6,460000,HR Associate
smt neelam,37,6,460000,HR Associate
bhagay shree,37,6,460000,HR Associate
smt kalpana,37,6,460000,HR Associate
prachi,37,6,460000,HR Associate
srimati banti,37,6,460000,HR Associate
gudiya,37,6,460000,HR Associate
minakshi,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
faraha khan,37,6,460000,HR Associate
ritu shree vastav,37,6,460000,HR Associate
maya devi,37,6,460000,HR Associate
rani,37,6,460000,HR Associate
reena,37,6,460000,HR Associate
malti devi,37,6,460000,HR Associate
asmat,37,6,460000,HR Associate
shilpi,37,6,460000,HR Associate
sonu,37,6,460000,HR Associate
sonia,37,6,460000,HR Associate
khusbu,37,6,460000,HR Associate
deepa w/o,37,6,460000,HR Associate
reeta,37,6,460000,HR Associate
bimla,37,6,460000,HR Associate
sarita,37,6,460000,HR Associate
neha,37,6,460000,HR Associate
kumari mamta,37,6,460000,HR Associate
jani bai,37,6,460000,HR Associate
sarita,37,6,460000,HR Associate
dishu,37,6,460000,HR Associate
rama devi,37,6,460000,HR Associate
sunita,37,6,460000,HR Associate
kajal,37,6,460000,HR Associate
anjali,37,6,460000,HR Associate
deepa,37,6,460000,HR Associate
rama bai,37,6,460000,HR Associate
jyoti,37,6,460000,HR Associate
mahzbin,37,6,460000,HR Associate
vaishali,37,6,460000,HR Associate
lovely,37,6,460000,HR Associate
neha,37,6,460000,HR Associate
keta,37,6,460000,HR Associate
anshu kumari,37,6,460000,HR Associate
smt ratni bai,37,6,460000,HR Associate
gudiya,37,6,460000,HR Associate
nisha,37,6,460000,HR Associate
shama,37,6,460000,HR Associate
gulab shah,37,6,460000,HR Associate
hemlata,37,6,460000,HR Associate
lovely,37,6,460000,HR Associate
satnam kour,37,6,460000,HR Associate
anju,37,6,460000,HR Associate
km neha,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
anjaly malpahariya,37,6,460000,HR Associate
manisha dhoundiyal,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
nisha,37,6,460000,HR Associate
neha,37,6,460000,HR Associate
shamrin,37,6,460000,HR Associate
vijay wati,37,6,460000,HR Associate
kanchan,37,6,460000,HR Associate
smt. suman,37,6,460000,HR Associate
minakshi ,37,6,460000,HR Associate
sangeeta devi,37,6,460000,HR Associate
samima khatun,37,6,460000,HR Associate
smt durga,37,6,460000,HR Associate
mira,37,6,460000,HR Associate
mero topto,37,6,460000,HR Associate
bhawana,37,6,460000,HR Associate
mamta,37,6,460000,HR Associate
raj kaur,37,6,460000,HR Associate
km gita,37,6,460000,HR Associate
deep mala,37,6,460000,HR Associate
mumtaz,37,6,460000,HR Associate
raj shri,37,6,460000,HR Associate
jaiwanti,37,6,460000,HR Associate
preeti  sharma,37,6,460000,HR Associate
sazmin,37,6,460000,HR Associate
kasturi devi,37,6,460000,HR Associate
aman,37,6,460000,HR Associate
disha,37,6,460000,HR Associate
shivani,37,6,460000,HR Associate
manju,37,6,460000,HR Associate
aarti,37,6,460000,HR Associate
shmejha,37,6,460000,HR Associate
nashima,37,6,460000,HR Associate
kumari anupama,37,6,460000,HR Associate
shabnam,37,6,460000,HR Associate
babita,37,6,460000,HR Associate
manira minj,37,6,460000,HR Associate
richa aggarwal,37,6,460000,HR Associate
pinki devew/0,37,6,460000,HR Associate
priyanka,37,6,460000,HR Associate
munni,37,6,460000,HR Associate
smt sahistha,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
rajni mahraval,37,6,460000,HR Associate
smt.nosar devi,37,6,460000,HR Associate
smt.asha sharma,37,6,460000,HR Associate
km. kajal,37,6,460000,HR Associate
smt sampat,37,6,460000,HR Associate
anita,37,6,460000,HR Associate
moona,37,6,460000,HR Associate
poonam,37,6,460000,HR Associate
aasma,37,6,460000,HR Associate
sukrita munni,37,6,460000,HR Associate
nisha,37,6,460000,HR Associate
poonam,37,6,460000,HR Associate
harsha chittora,37,6,460000,HR Associate
smt. sapna,37,6,460000,HR Associate
afsana,37,6,460000,HR Associate
safali gupta,37,6,460000,HR Associate
smt. mamta devi,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
smt hury,37,6,460000,HR Associate
smt kavita bai,37,6,460000,HR Associate
kamini sharma,37,6,460000,HR Associate
jyoti manchand,37,6,460000,HR Associate
anam,37,6,460000,HR Associate
sangita,37,6,460000,HR Associate
sweety,37,6,460000,HR Associate
poonam,37,6,460000,HR Associate
kamlesh,37,6,460000,HR Associate
rekha,37,6,460000,HR Associate
mamta,37,6,460000,HR Associate
belo d/o,37,6,460000,HR Associate
noor mho,37,6,460000,HR Associate
guddi,37,6,460000,HR Associate
aarti,37,6,460000,HR Associate
meena kanwar,37,6,460000,HR Associate
smt maya megwal,37,6,460000,HR Associate
kiran,37,6,460000,HR Associate
smt kmla davi,37,6,460000,HR Associate
veermati,37,6,460000,HR Associate
smt.chhoti devi,37,6,460000,HR Associate
vijay kaxmi,37,6,460000,HR Associate
mona c/o shyam lal r/odadiya ps sanganer sadr,37,6,460000,HR Associate
sangita,37,6,460000,HR Associate
neelam  harijan,37,6,460000,HR Associate
smt. kanta devi,37,6,460000,HR Associate
bharti,37,6,460000,HR Associate
shalesh,37,6,460000,HR Associate
sarojni,37,6,460000,HR Associate
deepika,37,6,460000,HR Associate
mandira mondal,37,6,460000,HR Associate
gulnaj @ rozi,37,6,460000,HR Associate
sunita,37,6,460000,HR Associate
pooja khatri,37,6,460000,HR Associate
pooja mehut,37,6,460000,HR Associate
a lakshmi devi,37,6,460000,HR Associate
yogeshwari @pushpa,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
jyoti,37,6,460000,HR Associate
kali bai ,37,6,460000,HR Associate
rekha,37,6,460000,HR Associate
garima,37,6,460000,HR Associate
kiran,37,6,460000,HR Associate
harjit @ babli,37,6,460000,HR Associate
rukhsar,37,6,460000,HR Associate
malti,37,6,460000,HR Associate
meera devi,37,6,460000,HR Associate
ranu,37,6,460000,HR Associate
sushma,37,6,460000,HR Associate
neha,37,6,460000,HR Associate
sunder,37,6,460000,HR Associate
savita,37,6,460000,HR Associate
kanta,37,6,460000,HR Associate
seeta,37,6,460000,HR Associate
najis,37,6,460000,HR Associate
aasha,37,6,460000,HR Associate
mithalesh,37,6,460000,HR Associate
najrana,37,6,460000,HR Associate
manju,37,6,460000,HR Associate
kajal,37,6,460000,HR Associate
najma khan,37,6,460000,HR Associate
pushpa,37,6,460000,HR Associate
shivani,37,6,460000,HR Associate
meenu,37,6,460000,HR Associate
smt asha,37,6,460000,HR Associate
smt. ramu devi,37,6,460000,HR Associate
bhawana devi,37,6,460000,HR Associate
himanshi agrwal,37,6,460000,HR Associate
shm. santosh,37,6,460000,HR Associate
pooja,37,6,460000,HR Associate
kamlesh,37,6,460000,HR Associate
amisha @ munni,37,6,460000,HR Associate
neeraj,37,6,460000,HR Associate
nisha,37,6,460000,HR Associate
paro,37,6,460000,HR Associate
sithal,37,6,460000,HR Associate
kavita,37,6,460000,HR Associate
dalima @ aarti,37,6,460000,HR Associate
neeraj,37,6,460000,HR Associate
rinki jaiswal,37,6,460000,HR Associate
rekha,37,6,460000,HR Associate
sheetal,37,6,460000,HR Associate
chhoti,37,6,460000,HR Associate
kumari resham,37,6,460000,HR Associate
shilpi,37,6,460000,HR Associate
heena,37,6,460000,HR Associate
saroj devi,37,6,460000,HR Associate
poonam,37,6,460000,HR Associate
sunita,37,6,460000,HR Associate
reena devi,37,6,460000,HR Associate
hemlata,37,6,460000,HR Associate
bhateri,37,6,460000,HR Associate
muntrin,37,6,460000,HR Associate
km aksha @ joya,37,6,460000,HR Associate
baby,37,6,460000,HR Associate
poonam,37,6,590000,HR Manager
shalu sharma,37,6,590000,HR Manager
nisha,37,6,590000,HR Manager
beeti,37,6,590000,HR Manager
priyanka,37,6,590000,HR Manager
poonam sharma,37,6,590000,HR Manager
sandha devi,37,6,590000,HR Manager
usha devi,37,6,590000,HR Manager
barkha,37,6,590000,HR Manager
smt rubi,37,6,590000,HR Manager
smt neelu kavar,37,6,590000,HR Manager
lalita,37,6,590000,HR Manager
smt. santa,37,6,590000,HR Manager
smt kishna bai,37,6,590000,HR Manager
smt kishna bai,37,6,590000,HR Manager
smt sangita chaturvedi,37,6,590000,HR Manager
manju kavar,37,6,590000,HR Manager
pooja,37,6,590000,HR Manager
samreen,37,6,590000,HR Manager
ram pyari,37,6,590000,HR Manager
kumari doli,37,6,590000,HR Manager
vandana,37,6,590000,HR Manager
rubi khan,37,6,590000,HR Manager
sunita,37,6,590000,HR Manager
aarti,37,6,590000,HR Manager
rubey,37,6,590000,HR Manager
smt manjula v putri mital,37,6,590000,HR Manager
pinki devi,37,6,590000,HR Manager
à¤¶à¤¾à¤°à¤¦à¤¾ à¤¬à¥‡,37,6,590000,HR Manager
suman,37,6,590000,HR Manager
kumari parvinn,37,6,590000,HR Manager
smt pushpa,37,6,590000,HR Manager
smt santosh,37,6,590000,HR Manager
reena,37,6,590000,HR Manager
juna,37,6,590000,HR Manager
anju,37,6,590000,HR Manager
parwati,37,6,590000,HR Manager
sita,37,6,590000,HR Manager
pooja rani,37,6,590000,HR Manager
komal,37,6,590000,HR Manager
sunita,37,6,590000,HR Manager
tumpa biwi,37,6,590000,HR Manager
harleen kaur,37,6,590000,HR Manager
sanju,37,6,590000,HR Manager
suman,37,6,590000,HR Manager
smt bhiwani,37,6,590000,HR Manager
chanda,37,6,590000,HR Manager
nisha,37,6,590000,HR Manager
ruksana,37,6,590000,HR Manager
alok@mona,37,6,590000,HR Manager
nazani,37,6,590000,HR Manager
laxmi d/o,37,6,590000,HR Manager
seema devi,37,6,590000,HR Manager
suman,37,6,590000,HR Manager
anita,37,6,590000,HR Manager
pooja,37,6,590000,HR Manager
sabna,37,6,590000,HR Manager
vikki kumari,37,6,590000,HR Manager
vikki kumari,37,6,590000,HR Manager
kamal,37,6,590000,HR Manager
poonam,37,6,590000,HR Manager
neha,37,6,590000,HR Manager
lila,37,6,590000,HR Manager
priyanka,37,6,590000,HR Manager
smt shakashi,37,6,590000,HR Manager
shanu devi,37,6,590000,HR Manager
smt madhu,37,6,590000,HR Manager
laja,37,6,590000,HR Manager
usha,37,6,590000,HR Manager
babita,37,6,590000,HR Manager
kavita,37,6,590000,HR Manager
meena,37,6,590000,HR Manager
raziya,37,6,590000,HR Manager
nisha,37,6,590000,HR Manager
pooja,37,6,590000,HR Manager
nasrin,37,6,590000,HR Manager
aarti,37,6,590000,HR Manager
parven devi,37,6,590000,HR Manager
geeta,37,6,590000,HR Manager
pinki,37,6,590000,HR Manager
shakutal,37,6,590000,HR Manager
kamla devi bairwa,37,6,590000,HR Manager
kumari asha urf hema,37,6,590000,HR Manager
nagina,37,6,590000,HR Manager
nasreen,37,6,590000,HR Manager
lali,37,6,590000,HR Manager
babbi,37,6,590000,HR Manager
tanisha sharma,37,6,590000,HR Manager
parvashi,37,6,590000,HR Manager
seema devi,37,6,590000,HR Manager
bhawna,37,6,590000,HR Manager
priya @ sushma,37,6,590000,HR Manager
sheela,34,7,655000,HR Manager
miss alfiya,34,7,655000,HR Manager
komal,34,7,655000,HR Manager
smt. priyanka lamba,34,7,655000,HR Manager
soni @ sonia,34,7,655000,HR Manager
anshu,34,7,655000,HR Manager
reema,34,7,655000,HR Manager
komal,34,7,655000,HR Manager
kanchan,34,7,655000,HR Manager
vimla,34,7,655000,HR Manager
maya,34,7,655000,HR Manager
priyanka,34,7,655000,HR Manager
smt maya,34,7,655000,HR Manager
mmt. meena regar,34,7,655000,HR Manager
tara,34,7,655000,HR Manager
babita,34,7,655000,HR Manager
geeta,34,7,655000,HR Manager
sabana,34,7,655000,HR Manager
seema,34,7,655000,HR Manager
gori,34,7,655000,HR Manager
shalu,34,7,655000,HR Manager
rubina,34,7,655000,HR Manager
yogesh,34,7,655000,HR Manager
payal,34,7,655000,HR Manager
harpreet kaur,34,7,655000,HR Manager
chandani,34,7,655000,HR Manager
khusbu,34,7,655000,HR Manager
nishu kumari,34,7,655000,HR Manager
reena,34,7,655000,HR Manager
rekha devi,34,7,655000,HR Manager
jaivanti,34,7,655000,HR Manager
smt husna,34,7,655000,HR Manager
kulvinder kaur,34,7,655000,HR Manager
mamta,34,7,655000,HR Manager
tulsha,34,7,655000,HR Manager
meethu sarkar,34,7,655000,HR Manager
kamini w/o vicky,34,7,655000,HR Manager
babli,34,7,655000,HR Manager
nisha,34,7,655000,HR Manager
kavita,34,7,655000,HR Manager
suman,34,7,655000,HR Manager
veena w/o sanjay,34,7,655000,HR Manager
puja,34,7,655000,HR Manager
soni,34,7,655000,HR Manager
farjana bano,34,7,655000,HR Manager
anjali,34,7,655000,HR Manager
sunita,34,7,655000,HR Manager
mahak,34,7,655000,HR Manager
jyoti,34,7,655000,HR Manager
khanchan,34,7,655000,HR Manager
jyoti,34,7,655000,HR Manager
gulafshan,34,7,655000,HR Manager
ruchi devi,34,7,655000,HR Manager
sabina,34,7,655000,HR Manager
ranu yadev,34,7,655000,HR Manager
uma @ barkha,34,7,655000,HR Manager
anayatha naidu,34,7,655000,HR Manager
ratni,34,7,655000,HR Manager
devli,34,7,655000,HR Manager
madhu shukla @ shabana ben ajmeri,34,7,655000,HR Manager
shaloo @ chinto,34,7,655000,HR Manager
komal,34,7,655000,HR Manager
pooja,34,7,655000,HR Manager
meena,34,7,655000,HR Manager
pooja,34,7,655000,HR Manager
pooja @ chunnu,34,7,655000,HR Manager
rukhsana,34,7,655000,HR Manager
prabhjot kaur,34,7,655000,HR Manager
manju,34,7,655000,HR Manager
sumitra,34,7,655000,HR Manager
sumitra,34,7,655000,HR Manager
rambha,34,7,655000,HR Manager
nini,34,7,655000,HR Manager
manisha @ jyoti,34,7,655000,HR Manager
sunita,34,7,655000,HR Manager
shikha,34,7,655000,HR Manager
lalita,34,7,655000,HR Manager
sona devi ,37,7,655000,HR Manager
rachnu,37,7,655000,HR Manager
priyanka,37,7,655000,HR Manager
rashimi dayal,37,7,655000,HR Manager
sweta,37,7,655000,HR Manager
kavita,37,7,655000,HR Manager
khushbu,37,7,655000,HR Manager
jyoti kumari,37,7,655000,HR Manager
kanchi,37,7,655000,HR Manager
santosh,37,7,655000,HR Manager
priti,37,7,655000,HR Manager
puspha,37,9,390000,HR Executive
sanjana,37,9,390000,HR Executive
aarti,37,9,390000,HR Executive
aarti,37,9,390000,HR Executive
pushpa kumari,37,9,390000,HR Executive
lata,37,9,390000,HR Executive
partibha,37,9,390000,HR Executive
rinku,37,9,390000,HR Executive
madina,37,9,390000,HR Executive
divya kor,37,9,390000,HR Executive
kusum,37,9,390000,HR Executive
neelam,37,9,390000,HR Executive
yoshoda@ pinki,37,9,390000,HR Executive
rajni,37,9,390000,HR Executive
hema,37,9,390000,HR Executive
saroj god,37,9,390000,HR Executive
gudiya,37,9,390000,HR Executive
jyoti,37,9,390000,HR Executive
smt saraswati devi,37,9,390000,HR Executive
anjana,37,9,390000,HR Executive
kailashi devi,37,9,390000,HR Executive
anwari,37,9,390000,HR Executive
sayara begum,37,9,390000,HR Executive
sunita,37,9,390000,HR Executive
usha,37,9,390000,HR Executive
anchal,37,9,390000,HR Executive
tulsi @ sulekha,37,9,390000,HR Executive
meenu rani,37,9,390000,HR Executive
shallu,37,9,390000,HR Executive
komal,37,9,390000,HR Executive
kumari vandna,37,9,390000,HR Executive
rekha,37,9,390000,HR Executive
deepa,37,9,390000,HR Executive
radha bai,37,9,390000,HR Executive
preety,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
urmila,37,9,390000,HR Executive
sabiya,37,9,390000,HR Executive
aruna,37,9,390000,HR Executive
puja,37,9,390000,HR Executive
arti,37,9,390000,HR Executive
devya soni @ poonam,37,9,390000,HR Executive
smt. chanchal,37,9,390000,HR Executive
kamla,37,9,390000,HR Executive
kumari neha,37,9,390000,HR Executive
jasina khatoon,37,9,390000,HR Executive
arti kumari sahu,37,9,390000,HR Executive
mithlesh kumari,37,9,390000,HR Executive
ankita bagh,37,9,390000,HR Executive
nusrat,37,9,390000,HR Executive
geetanjali,37,9,390000,HR Executive
nanda meena,37,9,390000,HR Executive
madhuri,37,9,390000,HR Executive
manju,37,9,390000,HR Executive
seema,37,9,390000,HR Executive
kajal,37,9,390000,HR Executive
suman,37,9,390000,HR Executive
attar kali,37,9,390000,HR Executive
rukhsar,37,9,390000,HR Executive
pinki,37,9,390000,HR Executive
vinita,37,9,390000,HR Executive
jyoti,37,9,390000,HR Executive
juhi,37,9,390000,HR Executive
smt ranjna verma,37,9,390000,HR Executive
pooja soren,37,9,390000,HR Executive
shiena,37,9,390000,HR Executive
asha @ mamta,37,9,390000,HR Executive
lokesh,37,9,390000,HR Executive
anita,37,9,390000,HR Executive
anita gupta,37,9,390000,HR Executive
aarti,37,9,390000,HR Executive
smt seema,37,9,390000,HR Executive
anju kumari,37,9,390000,HR Executive
nicharon mosami,37,9,390000,HR Executive
neha,37,9,390000,HR Executive
sajiya,37,9,390000,HR Executive
seema,37,9,390000,HR Executive
rachna,37,9,390000,HR Executive
neha,37,9,390000,HR Executive
smt. seema kunwar,37,9,390000,HR Executive
shashi,37,9,390000,HR Executive
rakhi,37,9,390000,HR Executive
anita kumari,37,9,390000,HR Executive
geeta,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
reshma,37,9,390000,HR Executive
poonam,37,9,390000,HR Executive
laxmi,37,9,390000,HR Executive
kriti,37,9,390000,HR Executive
reena,37,9,390000,HR Executive
ishika,37,9,390000,HR Executive
munni devi,37,9,390000,HR Executive
neha,37,9,390000,HR Executive
kamla,37,9,390000,HR Executive
miss rachana,37,9,390000,HR Executive
devideen,37,9,390000,HR Executive
sandhya,37,9,390000,HR Executive
ritu,37,9,390000,HR Executive
varsha,37,9,390000,HR Executive
anju,37,9,390000,HR Executive
rajni,37,9,390000,HR Executive
barkha,37,9,390000,HR Executive
sudma aggarwal,37,9,390000,HR Executive
nikki,37,9,390000,HR Executive
kiran,37,9,390000,HR Executive
heena,37,9,390000,HR Executive
rani,37,9,390000,HR Executive
sangeeta,37,9,390000,HR Executive
antima,37,9,390000,HR Executive
roshani,37,9,390000,HR Executive
ravina @ khusbu,37,9,390000,HR Executive
sangita,37,9,390000,HR Executive
shama parveen,37,9,390000,HR Executive
mamta,37,9,390000,HR Executive
jahirul nisha,37,9,390000,HR Executive
baby,37,9,390000,HR Executive
guddi,37,9,390000,HR Executive
bhavna,37,9,390000,HR Executive
bhawana,37,9,390000,HR Executive
roshni devi,37,9,390000,HR Executive
divya rani,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
nisha,37,9,390000,HR Executive
laxmi,37,9,390000,HR Executive
sheela,37,9,390000,HR Executive
soniya,37,9,390000,HR Executive
kumari shilpa,37,9,390000,HR Executive
veena,37,9,390000,HR Executive
devendri,37,9,390000,HR Executive
deepa singh,37,9,390000,HR Executive
mamta,37,9,390000,HR Executive
kavita pal,37,9,390000,HR Executive
shneha,37,9,390000,HR Executive
sitara,37,9,390000,HR Executive
kiran,37,9,390000,HR Executive
nida,37,9,390000,HR Executive
mumtaj,37,9,390000,HR Executive
gyatri,37,9,390000,HR Executive
devi jana,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
aafrin @ dolly,37,9,390000,HR Executive
aafrin @ dolly,37,9,390000,HR Executive
minaksi,37,9,390000,HR Executive
anupama,37,9,390000,HR Executive
smt rubina,37,9,390000,HR Executive
mamta,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
chandni,37,9,390000,HR Executive
kusum,37,9,390000,HR Executive
"jhingi d/o hago barjo r/o vill. murchi, post+p.s.",37,9,390000,HR Executive
kavita,37,9,390000,HR Executive
kavita,37,9,390000,HR Executive
anita,37,9,390000,HR Executive
resham,37,9,390000,HR Executive
krishana yadav,37,9,390000,HR Executive
sajida,37,9,390000,HR Executive
smt radha,37,9,390000,HR Executive
tulsi sharma,37,9,390000,HR Executive
madhubala,37,9,390000,HR Executive
pintu devi,37,9,390000,HR Executive
roopa,37,9,390000,HR Executive
manisha,37,9,390000,HR Executive
najiya,37,9,390000,HR Executive
barkha,37,9,390000,HR Executive
sanju,37,9,390000,HR Executive
rakhi,37,9,390000,HR Executive
neha,37,9,390000,HR Executive
kamlesh,37,9,390000,HR Executive
jyoti,37,9,390000,HR Executive
shanti devi,37,9,390000,HR Executive
raj kumari,37,9,390000,HR Executive
monika,37,9,390000,HR Executive
laxmi alongwith her son shankar aged 2 yrs,37,9,390000,HR Executive
tulsi,37,9,390000,HR Executive
sozi sarju,37,9,390000,HR Executive
sapna rawat,37,9,390000,HR Executive
heena,37,9,390000,HR Executive
smt anupriya @ gudiya,37,9,390000,HR Executive
savita,37,9,390000,HR Executive
arti,37,9,390000,HR Executive
afsana,37,9,390000,HR Executive
shivani,37,9,390000,HR Executive
shivani,37,9,390000,HR Executive
chaman devi w/o lt. samay singh,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
seema,37,9,390000,HR Executive
sital,37,9,390000,HR Executive
arti,37,9,390000,HR Executive
nisha,37,9,390000,HR Executive
anjali,37,9,390000,HR Executive
phol kumari devi,37,9,390000,HR Executive
komal,37,9,390000,HR Executive
mamta,37,9,390000,HR Executive
ekta@mamta,37,9,390000,HR Executive
rinku kumari,37,9,390000,HR Executive
bimlesh,37,9,390000,HR Executive
soni,37,9,390000,HR Executive
pinki,37,9,390000,HR Executive
poonam,37,9,390000,HR Executive
anjali,37,9,390000,HR Executive
preeti,37,9,390000,HR Executive
roobi mathur,37,9,390000,HR Executive
samreen,37,9,390000,HR Executive
janwi  chaudhary,37,9,390000,HR Executive
archana,37,9,390000,HR Executive
miraz,37,9,390000,HR Executive
saiesta,37,9,390000,HR Executive
babli,37,9,390000,HR Executive
fija khan,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
gudia @ seema,37,9,390000,HR Executive
neelam,37,9,390000,HR Executive
khushi,37,9,390000,HR Executive
suman,37,9,390000,HR Executive
ritu arora,37,9,390000,HR Executive
krishna devi,37,9,390000,HR Executive
rekha kumari,37,9,390000,HR Executive
alisha waliya,37,9,390000,HR Executive
simranjeet kaur,37,9,390000,HR Executive
maya @ almola,37,9,390000,HR Executive
bholi,37,9,390000,HR Executive
neeraj,37,9,390000,HR Executive
kiran,37,9,390000,HR Executive
kavita,37,9,390000,HR Executive
resmi jat,37,9,390000,HR Executive
nikita,37,9,390000,HR Executive
roobi mathur,37,9,390000,HR Executive
monika,37,9,390000,HR Executive
basanti joshi,37,9,390000,HR Executive
mamta @ varsha,37,9,390000,HR Executive
twenkle,37,9,390000,HR Executive
smt. surender chopra,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
gajala,37,9,390000,HR Executive
roshni,37,9,390000,HR Executive
swetha @ neha,37,9,390000,HR Executive
radha bai,37,9,390000,HR Executive
sonam @ rukaiya,37,9,390000,HR Executive
sabanam,37,9,390000,HR Executive
shaira,37,9,390000,HR Executive
rachana yadav,37,9,390000,HR Executive
partima,37,9,390000,HR Executive
pooja mahli,37,9,390000,HR Executive
muskan @ juhi,37,9,390000,HR Executive
rekha,37,9,390000,HR Executive
deepika,37,9,390000,HR Executive
sunita,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
babita negi,37,9,390000,HR Executive
jhunnu sarkar,37,9,390000,HR Executive
santosh,37,9,390000,HR Executive
kanta devi,37,9,390000,HR Executive
piryanka,37,9,390000,HR Executive
anjali tiwari,37,9,390000,HR Executive
pritika  kumawat,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
sapna,37,9,390000,HR Executive
guddi,37,9,390000,HR Executive
mohan devi,37,9,390000,HR Executive
leelawati,37,9,390000,HR Executive
baby,37,9,390000,HR Executive
renu,37,9,390000,HR Executive
puja,37,9,390000,HR Executive
prity,37,9,390000,HR Executive
smt rinki,37,9,390000,HR Executive
leela,37,9,390000,HR Executive
smt. gurmala devei,37,9,390000,HR Executive
rada bai,37,9,390000,HR Executive
rada bai,37,9,390000,HR Executive
smt rakhila,37,9,390000,HR Executive
priya kumari,37,9,390000,HR Executive
neelam,37,9,390000,HR Executive
devli,37,9,390000,HR Executive
jibanti har,37,9,390000,HR Executive
sita devi,37,9,390000,HR Executive
komal kohli,37,9,390000,HR Executive
afsana,37,9,390000,HR Executive
salma,37,9,390000,HR Executive
monika,37,9,390000,HR Executive
soni,37,9,390000,HR Executive
rashmi jha,37,9,390000,HR Executive
jannat,37,9,390000,HR Executive
shana,37,9,390000,HR Executive
shalini @ rakhi,37,9,390000,HR Executive
renu,37,9,390000,HR Executive
poonam,37,9,390000,HR Executive
smts. gaytri devi,37,9,390000,HR Executive
deepa,37,9,390000,HR Executive
priya,37,9,390000,HR Executive
tajrani,37,9,390000,HR Executive
pooja,37,9,390000,HR Executive
sony parveen,37,9,390000,HR Executive
